,id,brand,car_model,type,desc,problem,datetime,status
150,486782,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机死机车机系统与宣传不符,"H155,M279,",2020-06-21,处理反馈
151,486780,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL变速箱异响发动机皮带掉齿,"A222,B33,",2020-06-21,信息审核
152,486779,东风悦达起亚,焕驰,2019款 1.4L 手动 智享版Value 国VI,东风悦达起亚焕驰变速箱顿挫 怠速转速高,"A35,B19,",2020-06-21,处理反馈
153,486778,一汽-大众,迈腾,2015款 1.8TSI 豪华型,一汽大众迈腾车内存在刺鼻的异味,"H185,",2020-06-21,处理反馈
154,486774,长城汽车,哈弗H1,2016款 1.5L 手动 豪华型 红标,哈弗H1压缩机频繁启停制冷效果差 车顶爆漆,"H101,H81,",2020-06-21,厂家受理
155,486772,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越行驶过程中转向和底盘出现异响,"D59,G56,",2020-06-21,处理反馈
156,486770,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5发动机抖动故障灯亮发动机舱漏水,"A24,A34,H109,",2020-06-21,信息审核
157,486768,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机死机系统版本与宣传不符,"H155,M279,",2020-06-21,处理反馈
158,486766,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机版本升级后依然卡顿,"O348,",2020-06-21,处理反馈
159,486762,林肯（进口）,林肯MKX,2017款 2.0T 四驱 尊雅版,林肯MKX经销商收取续保押金不退还,"K309,",2020-06-21,信息审核
160,486760,东风悦达起亚,起亚K3,2016款 1.6L 自动 GLS,东风悦达起亚K3前挡风玻璃开裂 变速箱脱挡,"B246,H113,",2020-06-21,厂家受理
161,486759,吉利汽车,帝豪GL,2017款 1.3T 自动 尊贵型,吉利帝豪GL自适应巡航故障4S店过度维修,"J306,",2020-06-21,处理反馈
162,486758,长城汽车,哈弗H8,2015款 2.0T 两驱 标准型 5座,哈弗H8天窗排水管堵塞电器控制模块浸水失灵,"H90,",2020-06-21,处理反馈
163,486757,北京现代,名图,2017款 1.6T 自动 智能型 GLS,北京现代名图天窗异响 转向异响,"D59,H89,",2020-06-21,信息审核
164,486756,东风标致,标致3008,2016款 2.0L 自动 潮流版,东风标致3008米其林轮胎出现开裂的现象,"F100,",2020-06-21,处理反馈
165,486755,吉利汽车,缤越,2020款 PRO 240T DCT 猎手,吉利缤越油箱起火导致车辆着火自燃,"H40,",2020-06-21,处理反馈
166,486751,上汽集团,名爵ZS,2020款 260TGI 自动 Trophy Plus L2+,上汽名爵ZS发动机异响 方向盘按键故障,"A9,H134,",2020-06-21,用户评分
167,486750,广汽本田,飞度,2016款 1.5L LXS CVT 舒适天窗版,广汽本田飞度头枕插杆无防锈处理无法调整,"H157,",2020-06-21,处理反馈
168,486749,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越限量徽章与官方宣传不一致,"M279,",2020-06-21,处理反馈
169,486738,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸副驾驶门锁不住刹车异响,"E43,H197,",2020-06-21,信息审核
170,486737,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度冷车启动时发动机异响严重,"A9,",2020-06-21,处理反馈
171,486730,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机更新后呼叫启动没反应,"O348,",2020-06-21,用户评分
172,486729,上汽通用五菱,五菱宏光,2014款 1.5L 标准型,上汽通用五菱宏光发动机报警怠速高,"A34,A38,",2020-06-21,处理反馈
173,486728,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机升级后依然卡顿要求处理,"O348,",2020-06-21,处理反馈
174,486727,吉利汽车,帝豪,2017款 1.5L CVT 豪华型 三厢 百万款,吉利帝豪起步时变速箱顿挫要求处理,"B19,",2020-06-21,处理反馈
175,486722,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越车机无法升级 门窗漏风 刹车异响,"E43,H144,L314,",2020-06-21,处理反馈
176,486721,奇瑞新能源,奇瑞eQ1,2017款 智享版,奇瑞eQ1动力电池故障导致报警希望处理,"H343,",2020-06-21,厂家受理
177,486717,长安汽车,锐程CC,2020款 1.5T 自动 潮锐型,长安锐程CC无法升挡影响正常使用,"B20,",2020-06-21,处理反馈
178,486716,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派起步时变速箱故障无法行驶,"B84,",2020-06-21,信息审核
179,486707,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越宣传与实车不符无挡位灯,"M279,",2020-06-21,处理反馈
180,486706,上汽大众,桑塔纳,2017款 1.6L 手动 风尚型 Cross,上汽大众桑塔纳韩泰轮胎开裂半轴球笼漏油,"F100,G56,G161,",2020-06-21,信息审核
181,486705,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统升级后卡顿问题解决,"O348,",2020-06-21,用户评分
182,486704,东风本田,本田CR-V,2015款 2.4L 两驱 豪华版,东风本田CR-V发动机熄火希望厂家处理,"A14,J298,J301,",2020-06-21,处理反馈
183,486700,众泰汽车,众泰E200,2018款 Pro,众泰E200行驶过程中失去动力存在安全隐患,"A346,I295,L310,N318,",2020-06-21,信息审核
184,486699,一汽-大众,探岳,2019款 330TSI 两驱 尊贵型 国V,一汽大众探岳大灯亮度严重不足影响安全,"H82,",2020-06-21,处理反馈
185,486698,奇瑞汽车,瑞虎5x,2019款 HERO 1.5T DCT 高能版,奇瑞瑞虎5x车机系统反应慢断线希望厂家解决,"H21,H155,",2020-06-21,处理反馈
186,486696,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统死机系统与宣传不符,"H155,M279,",2020-06-21,处理反馈
187,486695,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统死机升级无人通知,"H155,L314,",2020-06-21,处理反馈
188,486694,吉利汽车,远景X6,2016款 1.3T CVT 豪华型,吉利远景X6发动机冷车启动困难转速低,"A44,A35,",2020-06-21,处理反馈
189,486691,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L空调风口吹自然风有异味,"H121,I295,J298,",2020-06-21,信息审核
190,486690,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L车辆无法启动要求厂家处理,"B22,E74,E62,I295,",2020-06-21,信息审核
191,486689,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统黑屏与宣传不符,"H155,M279,",2020-06-21,处理反馈
192,486687,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁转向机异响厂家否认质量问题,"D59,I292,",2020-06-21,处理反馈
193,486685,华晨中华,中华V3,2019款 1.5L 自动 精英型,中华V3电瓶无故没电存在漏电现象,"H146,",2020-06-21,信息审核
194,486684,比亚迪,比亚迪e5,2018款 450 智联 畅享型,比亚迪e5动力电池故障4S店服务态度恶劣,"H343,I295,I293,I282,I281,J298,J303,N318,",2020-06-21,处理反馈
195,486683,东风本田,杰德,2016款 1.8L 自动 舒适精英版 5座,东风本田杰德左前升降器故障4S店拒赔,"H72,H67,I297,",2020-06-21,厂家受理
196,486682,东风乘用车,风神AX7,2016款 2.0L 自动 智悦型,东风风神AX7车身生锈腐蚀希望厂家处理,"H79,I297,",2020-06-21,处理反馈
197,486678,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际流光氛围灯虚假宣传与实车不符,"M279,",2020-06-21,处理反馈
198,486677,东风本田,本田UR-V,2017款 240TURBO 两驱 经典版 国V,东风本田UR-V后备箱严重漏水车胎偏磨,"G245,",2020-06-21,处理反馈
199,486675,上汽大通,上汽MAXUS G10,2021款 2.0T 手动 精英版 柴油 7座,上汽大通G10后备箱门把手断裂厂家拒赔,"H233,I297,",2020-06-21,处理反馈
200,486672,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸车内异响服务态度恶劣,"H164,",2020-06-21,信息审核
201,486668,众泰汽车,众泰T800,2018款 2.0T 尊贵智联型 7座,众泰T800中控台异响 变速箱故障灯亮,"B96,B246,H93,",2020-06-21,处理反馈
202,486665,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5导水槽漏水导致涡轮生锈,"H109,",2020-06-21,信息审核
203,486664,吉利新能源,星越新能源,2019款 改款 400T 耀星者 纯电动续航56KM,吉利星越新能源车机死机要求更换硬件,"H155,M279,",2020-06-21,处理反馈
204,486661,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5低速行驶中右前轮异响,"G125,",2020-06-21,信息审核
205,486655,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统出现死机现象希望尽快处理,"H155,M279,",2020-06-21,处理反馈
206,486653,东风风行,景逸X3,2016款 1.5L 豪华型,东风风行景逸X3行驶中右后下摆臂断裂,"G210,H168,",2020-06-21,处理反馈
207,486650,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统黑屏版本与宣传不符,"H155,M279,",2020-06-21,处理反馈
208,486648,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越雾灯以及挡位灯与宣传不符,"Q350,",2020-06-21,处理反馈
209,486643,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越实车配置与宣传不符要求解决,"M279,",2020-06-21,处理反馈
210,486642,长城汽车,长城C30,2016款 1.5L AMT 豪华型,长城C30变速箱挂挡异响车身生锈,"A9,H79,",2020-06-21,处理反馈
211,486641,北京现代,领动,2020款 1.4T 双离合 炫动・旗舰型,北京现代领动发动机漏油变速箱起步顿挫,"A12,A189,B33,B19,",2020-06-21,信息审核
212,486638,一汽-大众奥迪,奥迪A6L,2018款 30 FSI CVT 风尚型,一汽大众奥迪A6L天窗漏水4S店维修多次,"H90,I295,J298,",2020-06-21,信息审核
213,486637,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机与宣传不符 内饰异响,"H93,",2020-06-21,处理反馈
214,486635,吉利汽车,缤越,2019款 260T DCT 游侠 运动款 国V,吉利缤越4S店收取13000元定损费,"K307,",2020-06-21,处理反馈
215,486634,一汽丰田,卡罗拉,2018款 1.2T S-CVT GL智享版,一汽丰田卡罗拉后挡风玻璃自动爆裂,"H113,",2020-06-21,信息审核
216,486632,东风日产,天籁,2016款 2.0L XL 舒适版 改款,东风日产天籁仪表盘开裂 厂家不索赔,"H168,I297,",2020-06-21,用户评分
217,486631,一汽-大众,宝来,2019款 1.5L 自动 精英型,一汽大众宝来电池电量不足自动启停无法激活,"H146,",2020-06-21,用户评分
218,486630,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越实车变速箱没有挡位灯指示,"M279,",2020-06-21,处理反馈
219,486627,吉利汽车,帝豪GS,2016款 1.3T 自动 领尚型 运动版,吉利帝豪GS发动机异响车身生锈厂家不处理,"A9,B33,H79,H101,H82,H157,I295,",2020-06-21,处理反馈
220,486626,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞左前半轴油封漏油,"G51,",2020-06-21,厂家受理
221,486625,长城汽车,哈弗H7,2017款 2.0T 尊贵型 蓝标 H7L,长城哈弗H7飞轮和离合器损坏4S店不保修,"C65,C267,I297,N317,",2020-06-21,处理反馈
222,486624,广汽本田,雅阁,2018款 260TURBO 豪华版 国V,广汽本田雅阁发动机渗油异响希望厂家处理,"A9,A12,E196,",2020-06-21,处理反馈
223,486623,长安汽车,长安CS35,2017款 1.6L 自动 豪华型,长安CS35行驶中方向盘跑偏无法解决,"G117,",2020-06-21,厂家受理
224,486621,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408行驶中加速出现失速车辆抖动,"A24,A160,B95,B334,I295,",2020-06-21,处理反馈
225,486619,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸车内异味严重4S店不给解决,"H185,",2020-06-21,信息审核
226,486615,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机系统升级后未能解决问题,"O348,",2020-06-21,处理反馈
227,486613,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统死机与官方宣传不一致,"H155,M279,",2020-06-21,处理反馈
228,486611,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 耀享型,吉利嘉际轻混电动机噪音大4S店无法解决,"A342,I295,",2020-06-21,处理反馈
229,486608,广汽丰田,凯美瑞,2016款 2.5G 自动 十周年纪念豪华导航版,广汽丰田凯美瑞半轴防尘套漏油4S店不保修,"G161,I297,Q322,Q290,",2020-06-21,厂家受理
230,486597,上汽大众,Polo,2016款 1.6L 自动 豪华型,上汽大众Polo轮胎偏磨4S店私自维修无单据,"F10,I295,I293,J298,O305,O324,",2020-06-21,信息审核
231,486592,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机死机硬件与宣传不符要求更换,"H155,M279,",2020-06-21,处理反馈
232,486588,上汽斯柯达,柯迪亚克,2018款 TSI330 两驱 舒适版 5座,上汽斯柯达柯迪亚克发动机共振中控台异响,"A24,H164,H93,I295,",2020-06-21,信息审核
233,486587,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏开裂4S店不保修,"H168,I297,",2020-06-21,信息审核
234,486586,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景变速箱出现故障 倒挡失灵,"B115,",2020-06-21,处理反馈
235,486585,东风雪铁龙,C4世嘉,2016款 1.2THP 自动 旗舰型,雪铁龙C4世嘉方向管柱松动 ABS传感器故障,"D265,E74,",2020-06-21,处理反馈
236,486584,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯模糊 影响照明,"H82,",2020-06-21,处理反馈
237,486577,东风英菲尼迪,英菲尼迪Q50L,2015款 2.0T 自动 舒适版,东风英菲尼迪Q50L开热风时车内存在汽油味,"H101,",2020-06-21,信息审核
238,486576,江淮汽车,嘉悦A5,2020款 1.5T CVT 超越型,江淮嘉悦A5后备箱门把手装饰板松动,"H179,H233,",2020-06-21,处理反馈
239,486575,蔚来,蔚来ES8,2018款 创始版,蔚来ES8自动驾驶辅助摄像头故障,"H134,",2020-06-21,信息审核
240,486574,东风本田,INSPIRE,2019款 锐・混动 2.0L 净雅版 国VI,东风本田INSPIRE锈蚀严重4S店服务态度恶劣,"H79,I295,I293,",2020-06-21,处理反馈
241,486570,北京奔驰,奔驰GLC,2019款 GLC 260 4MATIC 动感型,北京奔驰GLC减震器漏油 刹车异响眼镜盒脱落,"E43,G25,H168,",2020-06-21,信息审核
242,486568,上汽大通,上汽MAXUS G50,2019款 1.5T 自动 豪华版 国V,上汽大通G50冷媒泄漏 空调不制冷,"H101,",2020-06-21,处理反馈
243,486566,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统出现死机要求升级硬件,"H155,",2020-06-21,处理反馈
244,486564,东风标致,标致408,2014款 1.6T 自动 至尊版,东风标致408后桥异响存在安全隐患要求召回,"G158,",2020-06-21,处理反馈
245,486561,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸熄火后转向系统故障灯亮,"D291,",2020-06-21,信息审核
246,486545,长安马自达,马自达3 昂克赛拉,2016款 1.5L 手动 豪华型 三厢,长安马自达昂克赛拉屏幕边缘处脱胶,"H168,",2020-06-21,信息审核
247,486544,广汽丰田,凯美瑞,2009款 240G 2.4 自动 豪华(升级)版,广汽丰田凯美瑞发动机烧机油严重,"A63,",2020-06-21,厂家受理
248,486542,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越变速箱顿挫 减震异响 车机死机,"B19,G52,H155,",2020-06-21,处理反馈
249,486541,吉利汽车,星越,2019款 改款 350T 驭星者AWD,吉利星越车机系统升级后未能解决问题,"O348,",2020-06-21,处理反馈
250,486540,猎豹汽车,猎豹CS9,2017款 1.5L CVT 精英型,猎豹CS9发动机高温维修后无法解决,"A191,",2020-06-21,信息审核
251,486539,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸韩泰轮胎开裂希望更换,"F100,",2020-06-20,信息审核
252,486537,上汽通用五菱,五菱宏光,2020款 1.2L S 基本型 国VI LSI,上汽通用五菱宏光左后车轮摆动维修后未解决,"G204,",2020-06-20,处理反馈
253,486535,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统升级措施不到位,"O348,",2020-06-20,处理反馈
254,486533,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 领航型,长安CS75 PLUS车漆破损 引擎盖生锈,"H79,",2020-06-20,处理反馈
255,486532,一汽丰田,皇冠,2018款 2.0T 运动版,一汽丰田皇冠刹车异响转向异响4S店未解决,"D59,E43,G52,I295,J298,",2020-06-20,信息审核
256,486531,东南汽车,东南DX3,2018款 1.5L 手动 旗舰型,东南DX3打方向时转向沉不回正4S店不处理,"D123,D156,D154,I295,J300,",2020-06-20,用户评分
257,486529,江淮汽车,瑞风S3,2016款 1.5L 手动 豪华型,江淮瑞风S3车内异味严重希望厂家给予解决,"H185,I295,",2020-06-20,处理反馈
258,486528,吉利汽车,星越,2019款 350T 驭星者,吉利星越方向盘异响车机系统与宣传不符,"D59,H134,M279,",2020-06-20,处理反馈
259,486527,吉利汽车,星越,2019款 350T 耀星者,吉利星越行驶中方向跑偏 刹车盘异响,"E43,G117,",2020-06-20,处理反馈
260,486523,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,广汽丰田凯美瑞制动时变速箱故障无法减速,"B115,",2020-06-20,厂家受理
261,486521,一汽-大众,宝来,2019款 改款 280TSI DSG 精英型 国V,一汽大众宝来仪表盘罩开裂4S店不给保修,"H168,I297,",2020-06-20,处理反馈
262,486520,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 旗舰型,长安CS75 PLUS全景影像模糊 车机卡顿,"H134,M279,M283,",2020-06-20,处理反馈
263,486512,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机异响希望厂家给与保修,"A9,I297,",2020-06-20,处理反馈
264,486511,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机与宣传不符出现死机黑屏,"H155,",2020-06-20,处理反馈
265,486510,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱顿挫 厂家不回复,"B19,I294,",2020-06-20,处理反馈
266,486509,一汽-大众,探岳,2019款 330TSI 四驱 豪华型 国V,一汽大众探岳两前大灯透镜发白4S店不处理,"H82,I295,",2020-06-20,处理反馈
267,486505,上汽大众,朗逸,2017款 1.6L 自动 风尚版,上汽大众朗逸轮胎胎面开裂厂家不予解决,"F100,I295,I297,",2020-06-20,信息审核
268,486504,长城汽车,哈弗H6 Coupe,2016款 1.5T 自动 两驱精英型,哈弗H6Coupe涡轮增压器损坏不解决问题,"A189,I295,",2020-06-20,处理反馈
269,486501,一汽丰田,卡罗拉,2011款 1.6 自动 GL 纪念版,一汽丰田卡罗拉4S店更换非原厂车门拒不承认,"J303,N319,",2020-06-20,信息审核
270,486500,吉利汽车,远景,2018款 1.5L 自动 幸福版,吉利远景4S店维修后漆面多处损伤不处理,"H72,I295,J298,J300,J304,",2020-06-20,处理反馈
271,486498,一汽奔腾,奔腾T77,2019款 230 TID 自动 豪华型 国V,一汽奔腾T77车身漏电电瓶损坏4S店不保修,"H146,H110,I297,J298,",2020-06-20,信息审核
272,486495,广汽三菱,欧蓝德,2019款 2.0L 两驱 畅享版 5座 国VI,三菱欧蓝德发动机抖动噪音大厂家不解决,"A24,B19,I295,I294,J300,L314,",2020-06-20,厂家受理
273,486494,华晨宝马,宝马X1,2013款 sDrive18i 2.0L 自动 领先型,华晨宝马X1车内异味严重4S店不予保修,"H185,I297,",2020-06-20,厂家受理
274,486490,东风乘用车,风神AX7,2018款 1.6T 自动 豪华型,东风风神AX7车内进水多次4S店不给解决,"H90,I295,I297,J298,",2020-06-20,处理反馈
275,486489,上汽集团,荣威Ei5,2019款 智联旗舰版,上汽荣威Ei5充电慢且充电时自动断开,"H340,",2020-06-20,处理反馈
276,486486,吉利汽车,帝豪GL,2019款 1.4T CVT 精英智享版,吉利帝豪GL中控台排挡杆异响4S店不处理,"H164,H93,I295,J298,",2020-06-20,处理反馈
277,486481,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408行驶中底盘异响厂家拒绝保修,"G158,I297,Q290,",2020-06-20,信息审核
278,486477,广汽菲克菲亚特,致悦,2014款 1.4T 自动 舒适型,广汽菲亚特致悦行驶中变速箱失去动力,"B334,B77,I297,",2020-06-20,厂家受理
279,486474,长城汽车,风骏7,2019款 2.0T 柴油 两驱 精英型 国VI 大双 4D20M,长城风骏7发动机无法启动4S店不处理,"A44,I295,I297,",2020-06-20,处理反馈
280,486473,东风悦达起亚,起亚K3,2019款 1.4T DCT GT-line智享运动版,东风锐达起亚K3底盘异响要求厂家解决,"G56,G180,",2020-06-20,处理反馈
281,486471,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁车辆跑偏4S店多次维修敷衍了事,"G117,I295,J298,",2020-06-20,用户评分
282,486470,海马汽车,海马S5,2015款 1.5T CVT 豪华型 运动版,海马S5变速箱故障方向沉没有4S店维修,"A34,A163,B20,D156,N318,O326,",2020-06-20,信息审核
283,486468,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享进取型 国V,一汽大众奥迪Q5L行驶中变速箱换挡顿挫,"B33,B19,I295,J298,",2020-06-20,信息审核
284,486466,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越实车没有挡位指示灯与宣传不符,"M279,",2020-06-20,处理反馈
285,486465,长安马自达,马自达3 昂克赛拉,2016款 2.0L 自动 旗舰型 三厢,长安马自达昂克赛拉中控屏幕四周多处开裂,"H168,I297,",2020-06-20,信息审核
286,486463,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景变速箱损坏无法加速4S店不予保修,"B334,I297,",2020-06-20,用户评分
287,486462,吉利汽车,帝豪,2014款 1.3T CVT 精英型 两厢,吉利帝豪车身以及车门生锈腐蚀严重,"H79,",2020-06-20,处理反馈
288,486460,一汽丰田,RAV4荣放,2020款 双擎 2.5L CVT 四驱 精英PLUS版,一汽丰田荣放RAV4车身B柱装饰板腐蚀,"H157,",2020-06-20,信息审核
289,486459,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景挂倒挡时不踩油门车辆无法移动,"B334,",2020-06-20,处理反馈
290,486458,奇瑞捷豹路虎,发现神行,2017款 2.0T PURE,奇瑞捷豹路虎发现神行启动后发动机异响,"A9,",2020-06-20,处理反馈
291,486453,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越传动轴生锈半轴生锈,"H79,",2020-06-20,处理反馈
292,486452,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,一汽丰田卡罗拉新车右前叶子板有修复痕迹,"M284,",2020-06-20,信息审核
293,486451,江淮汽车,瑞风S4,2019款 1.6L CVT 梦想型,江淮瑞风S4中控仪表盘开裂4S店拒绝索赔,"H168,I297,",2020-06-20,处理反馈
294,486449,东风标致,标致408,2015款 1.2T 自动 荣耀版,东风标致408更换正时皮带后发动机烧机油,"A63,",2020-06-20,处理反馈
295,486447,上汽集团,荣威RX5 MAX,2019款 300TGI 自动 智能座舱旗舰版,上汽荣威RX5 MAX行驶中变速箱跳挡,"B27,",2020-06-20,处理反馈
296,486446,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408转弯时后桥严重异响,"G158,",2020-06-20,处理反馈
297,486445,东风雷诺,科雷嘉,2019款 SCe200 自动 两驱 智悦型 周年版 国V,东风雷诺科雷嘉EASYLINK车联网服务改为收费,"L313,",2020-06-20,信息审核
